underlying,ts_signal,spot_symbol,expiry,action,strategy_type,legs_json,net_premium,max_loss,max_profit,breakevens,margin_est,dte,regime,regime_conf,align_mode,ltf_dir,htf_dir,dtf_dir,side,is_live,right,tradingsymbol,kite_symbol,strike,score,signal_strength,entry,sl,target,time_stop_min,spread_pct,bid,ask,mid,ltp,quote_ts,entry_model,iv,iv_pct,iv_samples,greeks_conf,delta,vega_1pct,theta_day,lot_size,greeks_max_lots,risk_lots,max_lots,pass_caps,sent_mult,mkt_bias,mkt_strength,mkt_risk_off,notes,reason,bos,bos_strength,htf_align,session
360ONE,None,NSE:360ONE,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1120,""tradingsymbol"":""360ONE26FEB1120PE"",""instrument_token"":17543426,""bid"":27.8,""ask"":28.3,""mid"":28.05,""ltp"":28.05,""oi"":379000.0,""volume"":126000.0,""spread_pct"":0.017825311942959002,""price_used"":28.3,""tag"":""long"",""iv"":0.3223905381832123,""delta"":-0.6657351404290617,""gamma"":0.008661918556712006,""vega_1pct"":0.4744669259766128,""theta_day"":-1.36751852945736,""greeks_conf"":""high""}]",28.3,28.3,,,14150.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,360ONE26FEB1120PE,NFO:360ONE26FEB1120PE,1120,-1.7323398471024387,1.7323398471024387,28.3,14.15,50.940000000000005,90,0.017825311942959002,27.8,28.3,28.05,28.05,,ask,0.3223905381832123,1.0,1,high,-0.6657351404290617,0.4744669259766128,-1.36751852945736,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=37.6 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
AXISBANK,None,NSE:AXISBANK,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1360,""tradingsymbol"":""AXISBANK26FEB1360CE"",""instrument_token"":19564546,""bid"":11.35,""ask"":11.55,""mid"":11.45,""ltp"":11.45,""oi"":1716250.0,""volume"":780000.0,""spread_pct"":0.017467248908297036,""quote_ts"":""2026-02-19T12:31:07"",""price_used"":11.55,""tag"":""long"",""iv"":0.12735941111278537,""delta"":0.6148508903516402,""gamma"":0.018563747653604867,""vega_1pct"":0.6181552964975191,""theta_day"":-0.9042587084707492,""greeks_conf"":""high""}]",11.55,11.55,,,7218.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,AXISBANK26FEB1360CE,NFO:AXISBANK26FEB1360CE,1360,1.249124792844,1.249124792844,11.55,5.775,20.790000000000003,90,0.017467248908297036,11.35,11.55,11.45,11.45,2026-02-19T12:31:07,ask,0.12735941111278537,1.0,1,high,0.6148508903516402,0.6181552964975191,-0.9042587084707492,625,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=26.6 | ivp=1.00 | dte=5 | spr=0.017 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BAJAJ-AUTO,None,NSE:BAJAJ-AUTO,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":9800,""tradingsymbol"":""BAJAJ-AUTO26FEB9800CE"",""instrument_token"":19709698,""bid"":86.35,""ask"":87.35,""mid"":86.85,""ltp"":86.85,""oi"":158100.0,""volume"":127575.0,""spread_pct"":0.011514104778353483,""quote_ts"":""2026-02-19T12:31:16"",""price_used"":87.35,""tag"":""long"",""iv"":0.1435629305542707,""delta"":0.591627726885541,""gamma"":0.0023229225085421574,""vega_1pct"":4.522943683409623,""theta_day"":-7.277631509230677,""greeks_conf"":""high""}]",87.35,87.35,,,6551.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BAJAJ-AUTO26FEB9800CE,NFO:BAJAJ-AUTO26FEB9800CE,9800,1.1798037037176012,1.1798037037176012,87.35,43.675,157.23,90,0.011514104778353483,86.35,87.35,86.85,86.85,2026-02-19T12:31:16,ask,0.1435629305542707,1.0,1,high,0.591627726885541,4.522943683409623,-7.277631509230677,75,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=22.9 | ivp=1.00 | dte=5 | spr=0.012 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BAJAJHLDNG,None,NSE:BAJAJHLDNG,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":12000,""tradingsymbol"":""BAJAJHLDNG26FEB12000CE"",""instrument_token"":19000066,""bid"":11.1,""ask"":11.7,""mid"":11.399999999999999,""ltp"":11.399999999999999,""oi"":25200.0,""volume"":9550.0,""spread_pct"":0.0526315789473684,""price_used"":11.7,""tag"":""long"",""iv"":0.3179094618852138,""delta"":0.06259869938041718,""gamma"":0.00028906355069125697,""vega_1pct"":1.6499413980663533,""theta_day"":-5.23279846623804,""greeks_conf"":""high""}]",11.7,11.7,,,585.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BAJAJHLDNG26FEB12000CE,NFO:BAJAJHLDNG26FEB12000CE,12000,1.115672137768709,1.115672137768709,11.7,5.85,21.06,90,0.0526315789473684,11.1,11.7,11.399999999999999,11.399999999999999,,ask,0.3179094618852138,1.0,1,high,0.06259869938041718,1.6499413980663533,-5.23279846623804,50,1,3,1,True,1.0,NEUTRAL,0.3125,False,adx=19.4 | ivp=1.00 | dte=5 | spr=0.053 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BAJFINANCE,None,NSE:BAJFINANCE,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1020,""tradingsymbol"":""BAJFINANCE26FEB1020CE"",""instrument_token"":19839746,""bid"":8.85,""ask"":9.0,""mid"":8.925,""ltp"":8.925,""oi"":1338750.0,""volume"":2859750.0,""spread_pct"":0.016806722689075668,""quote_ts"":""2026-02-19T12:31:11"",""price_used"":9.0,""tag"":""long"",""iv"":0.1830778219051361,""delta"":0.5080939026418286,""gamma"":0.018038501686002455,""vega_1pct"":0.4817316102857218,""theta_day"":-0.9442602024814734,""greeks_conf"":""high""}]",9.0,9.0,,,6750.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BAJFINANCE26FEB1020CE,NFO:BAJFINANCE26FEB1020CE,1020,0.9272274172753764,0.9272274172753764,9.0,4.5,16.2,90,0.016806722689075668,8.85,9.0,8.925,8.925,2026-02-19T12:31:11,ask,0.1830778219051361,1.0,1,high,0.5080939026418286,0.4817316102857218,-0.9442602024814734,750,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=9.4 | ivp=1.00 | dte=5 | spr=0.017 | watch-mode single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
BANDHANBNK,None,NSE:BANDHANBNK,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":155,""tradingsymbol"":""BANDHANBNK26FEB155CE"",""instrument_token"":19934466,""bid"":16.43,""ask"":16.64,""mid"":16.535,""ltp"":16.535,""oi"":871200.0,""volume"":39600.0,""spread_pct"":0.01270033262775935,""price_used"":16.64,""tag"":""long"",""iv"":0.3988656663208008,""delta"":0.9847932996607255,""gamma"":0.004731631752762649,""vega_1pct"":0.007779967178341982,""theta_day"":-0.0553026516086337,""greeks_conf"":""high""}]",16.64,16.64,,,59904.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BANDHANBNK26FEB155CE,NFO:BANDHANBNK26FEB155CE,155,1.0848516502904217,1.0848516502904217,16.64,8.32,29.952,90,0.01270033262775935,16.43,16.64,16.535,16.535,,ask,0.3988656663208008,1.0,1,high,0.9847932996607255,0.007779967178341982,-0.0553026516086337,3600,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=17.8 | ivp=1.00 | dte=5 | spr=0.013 | fallback single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
BANKBARODA,None,NSE:BANKBARODA,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":295,""tradingsymbol"":""BANKBARODA26FEB295CE"",""instrument_token"":19998466,""bid"":9.75,""ask"":9.95,""mid"":9.85,""ltp"":9.85,""oi"":897975.0,""volume"":236925.0,""spread_pct"":0.02030456852791871,""price_used"":9.95,""tag"":""long"",""iv"":0.25585269443511965,""delta"":0.8456645847552363,""gamma"":0.025796404314305608,""vega_1pct"":0.08554367595462395,""theta_day"":-0.25418733412485406,""greeks_conf"":""high""}]",9.95,9.95,,,29103.749999999996,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BANKBARODA26FEB295CE,NFO:BANKBARODA26FEB295CE,295,1.160692137677468,1.160692137677468,9.95,4.975,17.91,90,0.02030456852791871,9.75,9.95,9.85,9.85,,ask,0.25585269443511965,1.0,1,high,0.8456645847552363,0.08554367595462395,-0.25418733412485406,2925,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=21.8 | ivp=1.00 | dte=5 | spr=0.020 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BANKINDIA,None,NSE:BANKINDIA,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":160,""tradingsymbol"":""BANKINDIA26FEB160CE"",""instrument_token"":20129794,""bid"":12.21,""ask"":12.43,""mid"":12.32,""ltp"":12.32,""oi"":681200.0,""volume"":98800.0,""spread_pct"":0.017857142857142766,""price_used"":12.43,""tag"":""long"",""iv"":0.5,""delta"":0.9002963805506496,""gamma"":0.01716697916942841,""vega_1pct"":0.03572719785702791,""theta_day"":-0.1976878370895415,""greeks_conf"":""low""}]",12.43,12.43,,,64636.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BANKINDIA26FEB160CE,NFO:BANKINDIA26FEB160CE,160,1.1362507228282814,1.1362507228282814,12.43,6.215,22.374,90,0.017857142857142766,12.21,12.43,12.32,12.32,,ask,0.5,1.0,1,low,0.9002963805506496,0.03572719785702791,-0.1976878370895415,5200,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=31.2 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BANKNIFTY,None,NSE:NIFTY BANK,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":61100,""tradingsymbol"":""BANKNIFTY26FEB61100CE"",""instrument_token"":15429122,""bid"":337.95,""ask"":338.8,""mid"":338.375,""ltp"":338.375,""oi"":270420.0,""volume"":1414530.0,""spread_pct"":0.00251200591060221,""quote_ts"":""2026-02-19T12:31:24"",""price_used"":338.8,""tag"":""long"",""iv"":0.1072683285049498,""delta"":0.531177287709539,""gamma"":0.0005121278512001255,""vega_1pct"":28.794689396071263,""theta_day"":-35.41978410535291,""greeks_conf"":""high""}]",338.8,338.8,,,10164.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BANKNIFTY26FEB61100CE,NFO:BANKNIFTY26FEB61100CE,61100,1.3911935570372265,1.3911935570372265,338.8,169.4,609.84,90,0.00251200591060221,337.95,338.8,338.375,338.375,2026-02-19T12:31:24,ask,0.1072683285049498,1.0,1,high,0.531177287709539,28.794689396071263,-35.41978410535291,30,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=34.1 | ivp=1.00 | dte=5 | spr=0.003 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BHARATFORG,None,NSE:BHARATFORG,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1760,""tradingsymbol"":""BHARATFORG26FEB1760CE"",""instrument_token"":20354306,""bid"":22.95,""ask"":23.25,""mid"":23.1,""ltp"":23.1,""oi"":190000.0,""volume"":550500.0,""spread_pct"":0.012987012987013017,""quote_ts"":""2026-02-19T12:30:55"",""price_used"":23.25,""tag"":""long"",""iv"":0.24906015047502517,""delta"":0.540992162266372,""gamma"":0.0076272945077601895,""vega_1pct"":0.8289796673512875,""theta_day"":-2.1676940009555485,""greeks_conf"":""high""}]",23.25,23.25,,,11625.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BHARATFORG26FEB1760CE,NFO:BHARATFORG26FEB1760CE,1760,1.0942935369981466,1.0942935369981466,23.25,11.625,41.85,90,0.012987012987013017,22.95,23.25,23.1,23.1,2026-02-19T12:30:55,ask,0.24906015047502517,1.0,1,high,0.540992162266372,0.8289796673512875,-2.1676940009555485,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=18.3 | ivp=1.00 | dte=5 | spr=0.013 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BHEL,None,NSE:BHEL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":265,""tradingsymbol"":""BHEL26FEB265PE"",""instrument_token"":20512258,""bid"":9.05,""ask"":9.2,""mid"":9.125,""ltp"":9.125,""oi"":1115625.0,""volume"":1005375.0,""spread_pct"":0.016438356164383407,""price_used"":9.2,""tag"":""long"",""iv"":0.29850100133514407,""delta"":-0.8076493916720457,""gamma"":0.03012792273403689,""vega_1pct"":0.083126880158831,""theta_day"":-0.20656414399620643,""greeks_conf"":""high""}]",9.2,9.2,,,24149.999999999996,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,BHEL26FEB265PE,NFO:BHEL26FEB265PE,265,-1.8630671297492396,1.8630671297492396,9.2,4.6,16.56,90,0.016438356164383407,9.05,9.2,9.125,9.125,,ask,0.29850100133514407,1.0,1,high,-0.8076493916720457,0.083126880158831,-0.20656414399620643,2625,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=44.6 | ivp=1.00 | dte=5 | spr=0.016 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
BIOCON,None,NSE:BIOCON,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":370,""tradingsymbol"":""BIOCON26FEB370CE"",""instrument_token"":20613122,""bid"":15.3,""ask"":15.55,""mid"":15.425,""ltp"":15.425,""oi"":1870000.0,""volume"":815000.0,""spread_pct"":0.01620745542949757,""price_used"":15.55,""tag"":""long"",""iv"":0.23601627262115477,""delta"":0.9253492099874492,""gamma"":0.013110023569221002,""vega_1pct"":0.06430057808132951,""theta_day"":-0.20407820579330282,""greeks_conf"":""high""}]",15.55,15.55,,,38875.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,BIOCON26FEB370CE,NFO:BIOCON26FEB370CE,370,1.5545984716006525,1.5545984716006525,15.55,7.775,27.990000000000002,90,0.01620745542949757,15.3,15.55,15.425,15.425,,ask,0.23601627262115477,1.0,1,high,0.9253492099874492,0.06430057808132951,-0.20407820579330282,2500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=28.1 | ivp=1.00 | dte=5 | spr=0.016 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
BPCL,None,NSE:BPCL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":385,""tradingsymbol"":""BPCL26FEB385PE"",""instrument_token"":20830722,""bid"":11.75,""ask"":12.05,""mid"":11.9,""ltp"":11.9,""oi"":817650.0,""volume"":312050.0,""spread_pct"":0.025210084033613505,""price_used"":12.05,""tag"":""long"",""iv"":0.19359684751129153,""delta"":-0.9057026579788695,""gamma"":0.01963909411549617,""vega_1pct"":0.07431826881101511,""theta_day"":-0.0828866545783406,""greeks_conf"":""high""}]",12.05,12.05,,,23798.75,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,BPCL26FEB385PE,NFO:BPCL26FEB385PE,385,-1.8101830827723364,1.8101830827723364,12.05,6.025,21.69,90,0.025210084033613505,11.75,12.05,11.9,11.9,,ask,0.19359684751129153,1.0,1,high,-0.9057026579788695,0.07431826881101511,-0.0828866545783406,1975,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=41.7 | ivp=1.00 | dte=5 | spr=0.025 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
BRITANNIA,None,NSE:BRITANNIA,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":6100,""tradingsymbol"":""BRITANNIA26FEB6100CE"",""instrument_token"":21002754,""bid"":66.95,""ask"":68.2,""mid"":67.575,""ltp"":67.575,""oi"":61125.0,""volume"":118750.0,""spread_pct"":0.01849796522382538,""quote_ts"":""2026-02-19T12:31:34"",""price_used"":68.2,""tag"":""long"",""iv"":0.19830978583109385,""delta"":0.5590823372831164,""gamma"":0.002746332916180721,""vega_1pct"":2.858427471935285,""theta_day"":-6.082307831527237,""greeks_conf"":""high""}]",68.2,68.2,,,8525.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,BRITANNIA26FEB6100CE,NFO:BRITANNIA26FEB6100CE,6100,1.2768899291862978,1.2768899291862978,68.2,34.1,122.76,90,0.01849796522382538,66.95,68.2,67.575,67.575,2026-02-19T12:31:34,ask,0.19830978583109385,1.0,1,high,0.5590823372831164,2.858427471935285,-6.082307831527237,125,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=28.0 | ivp=1.00 | dte=5 | spr=0.018 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
BSE,None,NSE:BSE,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":2750,""tradingsymbol"":""BSE26FEB2750PE"",""instrument_token"":21076226,""bid"":40.0,""ask"":40.45,""mid"":40.225,""ltp"":40.225,""oi"":380625.0,""volume"":1923375.0,""spread_pct"":0.011187072715972725,""quote_ts"":""2026-02-19T12:31:35"",""price_used"":40.45,""tag"":""long"",""iv"":0.3667113510811329,""delta"":-0.43854779948116873,""gamma"":0.0032829440542175912,""vega_1pct"":1.2907589888454813,""theta_day"":-4.413071700647135,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":2650,""tradingsymbol"":""BSE26FEB2650PE"",""instrument_token"":21075714,""bid"":10.85,""ask"":11.0,""mid"":10.925,""ltp"":10.925,""oi"":277125.0,""volume"":1048875.0,""spread_pct"":0.013729977116704838,""quote_ts"":""2026-02-19T12:31:32"",""price_used"":10.85,""tag"":""short"",""iv"":0.377493829164505,""delta"":-0.16362455953048516,""gamma"":0.0019973944249496783,""vega_1pct"":0.8084087640227017,""theta_day"":-2.9017775193633972,""greeks_conf"":""high""}]",29.6,29.6,70.4,2720.40,11100.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,BSE26FEB2750PE,NFO:BSE26FEB2750PE,2750,-1.6620435589944196,1.6620435589944196,40.45,14.8,85.92000000000002,90,0.011187072715972725,40.0,40.45,40.225,40.225,2026-02-19T12:31:35,ask,0.3667113510811329,1.0,1,high,-0.2749232399506836,0.48235022482277967,-1.5112941812837382,375,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=33.9 | ivp=1.00 | dte=5 | spr=0.011 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
CANBK,None,NSE:CANBK,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":140,""tradingsymbol"":""CANBK26FEB140CE"",""instrument_token"":21278210,""bid"":11.3,""ask"":11.4,""mid"":11.350000000000001,""ltp"":11.350000000000001,""oi"":2193750.0,""volume"":337500.0,""spread_pct"":0.008810572687224637,""price_used"":11.4,""tag"":""long"",""iv"":0.5,""delta"":0.9140908302645079,""gamma"":0.017487098742249282,""vega_1pct"":0.028138556016324107,""theta_day"":-0.15808809935440019,""greeks_conf"":""low""}]",11.4,11.4,,,76950.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,CANBK26FEB140CE,NFO:CANBK26FEB140CE,140,1.481871734209602,1.481871734209602,11.4,5.7,20.52,90,0.008810572687224637,11.3,11.4,11.350000000000001,11.350000000000001,,ask,0.5,1.0,1,low,0.9140908302645079,0.028138556016324107,-0.15808809935440019,6750,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=38.2 | ivp=1.00 | dte=5 | spr=0.009 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
CDSL,None,NSE:CDSL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1340,""tradingsymbol"":""CDSL26FEB1340PE"",""instrument_token"":21505282,""bid"":21.2,""ask"":21.5,""mid"":21.35,""ltp"":21.35,""oi"":276925.0,""volume"":829825.0,""spread_pct"":0.014051522248243593,""price_used"":21.5,""tag"":""long"",""iv"":0.2909836650395393,""delta"":-0.542168256931373,""gamma"":0.00863095847251566,""vega_1pct"":0.6266458568331618,""theta_day"":-1.6570315995159397,""greeks_conf"":""high""}]",21.5,21.5,,,10212.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,CDSL26FEB1340PE,NFO:CDSL26FEB1340PE,1340,-1.4566659995769828,1.4566659995769828,21.5,10.75,38.7,90,0.014051522248243593,21.2,21.5,21.35,21.35,,ask,0.2909836650395393,1.0,1,high,-0.542168256931373,0.6266458568331618,-1.6570315995159397,475,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=22.9 | ivp=1.00 | dte=5 | spr=0.014 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
CGPOWER,None,NSE:CGPOWER,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":700,""tradingsymbol"":""CGPOWER26FEB700CE"",""instrument_token"":21436674,""bid"":11.95,""ask"":12.25,""mid"":12.1,""ltp"":12.1,""oi"":543150.0,""volume"":757350.0,""spread_pct"":0.024793388429752126,""quote_ts"":""2026-02-19T12:31:37"",""price_used"":12.25,""tag"":""long"",""iv"":0.27491664020729056,""delta"":0.6002996662630123,""gamma"":0.016824334175002374,""vega_1pct"":0.32257831570232,""theta_day"":-0.9329523811243479,""greeks_conf"":""high""}]",12.25,12.25,,,10412.5,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,CGPOWER26FEB700CE,NFO:CGPOWER26FEB700CE,700,1.3187812427951209,1.3187812427951209,12.25,6.125,22.05,90,0.024793388429752126,11.95,12.25,12.1,12.1,2026-02-19T12:31:37,ask,0.27491664020729056,1.0,1,high,0.6002996662630123,0.32257831570232,-0.9329523811243479,850,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=30.3 | ivp=1.00 | dte=5 | spr=0.025 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
CHOLAFIN,None,NSE:CHOLAFIN,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1700,""tradingsymbol"":""CHOLAFIN26FEB1700PE"",""instrument_token"":21679618,""bid"":15.75,""ask"":16.25,""mid"":16.0,""ltp"":16.0,""oi"":530000.0,""volume"":268750.0,""spread_pct"":0.03125,""quote_ts"":""2026-02-19T12:31:40"",""price_used"":16.25,""tag"":""long"",""iv"":0.22836065357732777,""delta"":-0.45197480101163,""gamma"":0.008592778369561729,""vega_1pct"":0.7993574019369786,""theta_day"":-1.6521066306370835,""greeks_conf"":""high""}]",16.25,16.25,,,10156.25,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,CHOLAFIN26FEB1700PE,NFO:CHOLAFIN26FEB1700PE,1700,-1.0146120027662222,1.0146120027662222,16.25,8.125,29.25,90,0.03125,15.75,16.25,16.0,16.0,2026-02-19T12:31:40,ask,0.22836065357732777,1.0,1,high,-0.45197480101163,0.7993574019369786,-1.6521066306370835,625,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=14.1 | ivp=1.00 | dte=5 | spr=0.031 | watch-mode single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
CIPLA,None,NSE:CIPLA,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1340,""tradingsymbol"":""CIPLA26FEB1340CE"",""instrument_token"":21697794,""bid"":10.0,""ask"":10.3,""mid"":10.15,""ltp"":10.15,""oi"":485250.0,""volume"":174000.0,""spread_pct"":0.029556650246305487,""quote_ts"":""2026-02-19T12:31:41"",""price_used"":10.3,""tag"":""long"",""iv"":0.12393572100162506,""delta"":0.5878689441252292,""gamma"":0.019735426097611457,""vega_1pct"":0.6193847828891721,""theta_day"":-0.8772121622599028,""greeks_conf"":""high""}]",10.3,10.3,,,3862.5000000000005,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,CIPLA26FEB1340CE,NFO:CIPLA26FEB1340CE,1340,1.2662223453526924,1.2662223453526924,10.3,5.15,18.540000000000003,90,0.029556650246305487,10.0,10.3,10.15,10.15,2026-02-19T12:31:41,ask,0.12393572100162506,1.0,1,high,0.5878689441252292,0.6193847828891721,-0.8772121622599028,375,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=27.5 | ivp=1.00 | dte=5 | spr=0.030 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
COALINDIA,None,NSE:COALINDIA,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":422,""tradingsymbol"":""COALINDIA26FEB422.5PE"",""instrument_token"":22083330,""bid"":8.05,""ask"":8.2,""mid"":8.125,""ltp"":8.125,""oi"":232200.0,""volume"":205200.0,""spread_pct"":0.018461538461538286,""price_used"":8.2,""tag"":""long"",""iv"":0.2509221992053986,""delta"":-0.6621261415924203,""gamma"":0.0295376863097907,""vega_1pct"":0.1802701610255487,""theta_day"":-0.39476671715412703,""greeks_conf"":""high""}]",8.2,8.2,,,11069.999999999998,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,COALINDIA26FEB422.5PE,NFO:COALINDIA26FEB422.5PE,422,-1.0504573166380922,1.0504573166380922,8.2,4.1,14.76,90,0.018461538461538286,8.05,8.2,8.125,8.125,,ask,0.2509221992053986,1.0,1,high,-0.6621261415924203,0.1802701610255487,-0.39476671715412703,1350,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=16.0 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
